"","OTU","Sample","Abundance","Plant.Name","Treatment","Shoot_mass_g","Pod_mass_g","N_pods","Root_mass_g","pH","P","K","Ca","Mg","OM","NO3","NH4","Richness","Shannon","Pielou","Kingdom","Phylum","Class","Order","Family","Genus"
"1258","OTU_231","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1259","OTU_231","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1260","OTU_231","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1261","OTU_231","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1262","OTU_231","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1263","OTU_231","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1264","OTU_231","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1265","OTU_231","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1266","OTU_231","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1267","OTU_231","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"1268","OTU_232","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1269","OTU_232","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1270","OTU_232","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1271","OTU_232","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1272","OTU_232","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1273","OTU_232","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1274","OTU_232","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1275","OTU_232","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1276","OTU_232","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1277","OTU_232","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1278","OTU_232","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1279","OTU_232","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1280","OTU_232","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1281","OTU_232","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1282","OTU_232","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1283","OTU_232","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1284","OTU_232","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1285","OTU_232","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"1286","OTU_234","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1287","OTU_234","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1288","OTU_234","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1289","OTU_234","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1290","OTU_234","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1291","OTU_234","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1292","OTU_234","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1293","OTU_234","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1294","OTU_234","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1295","OTU_234","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1296","OTU_234","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1297","OTU_234","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1298","OTU_234","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1299","OTU_234","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1300","OTU_234","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1301","OTU_234","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1302","OTU_234","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"1303","OTU_236","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1304","OTU_236","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1305","OTU_236","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1306","OTU_236","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1307","OTU_236","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1308","OTU_236","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1309","OTU_236","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1310","OTU_236","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1311","OTU_236","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1312","OTU_236","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1313","OTU_236","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1314","OTU_236","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1315","OTU_236","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1316","OTU_236","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1317","OTU_236","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1318","OTU_236","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1319","OTU_236","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1320","OTU_236","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1321","OTU_236","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1322","OTU_236","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"1323","OTU_240","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1324","OTU_240","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1325","OTU_240","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1326","OTU_240","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1327","OTU_240","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1328","OTU_240","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1329","OTU_240","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1330","OTU_240","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1331","OTU_240","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1332","OTU_240","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1333","OTU_240","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1334","OTU_240","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1335","OTU_240","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1336","OTU_240","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1337","OTU_240","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1338","OTU_240","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1339","OTU_240","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1340","OTU_240","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1341","OTU_240","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1342","OTU_240","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1343","OTU_240","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",""
"1344","OTU_241","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1345","OTU_241","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1346","OTU_241","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1347","OTU_241","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1348","OTU_241","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1349","OTU_241","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1350","OTU_241","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1351","OTU_241","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1352","OTU_241","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1353","OTU_241","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1354","OTU_241","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1355","OTU_241","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1356","OTU_241","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1357","OTU_241","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1358","OTU_241","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1359","OTU_241","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"1360","OTU_241","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
